SortChem_#,Site,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM,Notes
2011-0137,E5,01-Aug-2011,1,5.55,6.20,1.24,0.282,.,0.028,2.176,.,.,.,.,.,.,.,.,.,.,.,105,0.087,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2011-0138,E5,01-Aug-2011,3,5.32,6.00,1.31,0.561,.,0.031,2.203,.,.,.,.,.,.,.,.,.,.,.,89,0.072,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2011-0139,E5,01-Aug-2011,5,4.97,5.96,1.90,0.374,.,0.035,1.524,.,.,.,.,.,.,.,.,.,.,.,298,0.087,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2011-0140,E5,01-Aug-2011,8,1.15,1.86,1.34,0.462,.,0.078,2.072,.,.,.,.,.,.,.,.,.,.,.,467,0.102,.,.,.,.,.,.,.,
2011-0141,E5,01-Aug-2011,10,0.81,1.55,1.41,0.264,.,0.093,0.485,.,.,.,.,.,.,.,.,.,.,.,508,0.112,.,.,.,.,.,.,.,
2011-0141.1,E5 - Dup,01-Aug-2011,10,0.00,0.00,0.00,0.230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-0142,E6,01-Aug-2011,0,4.21,4.78,1.08,0.217,.,0.041,1.829,.,.,.,.,.,.,.,.,.,.,.,143,0.109,.,.,.,.,.,.,.,
2011-0143,E6,01-Aug-2011,1,3.95,4.62,1.27,0.222,.,0.033,2.039,.,.,.,.,.,.,.,.,.,.,.,144,0.110,.,.,.,.,.,.,.,
2011-0144,E6,01-Aug-2011,2,4.05,4.80,1.44,0.254,.,0.033,1.347,.,.,.,.,.,.,.,.,.,.,.,135,0.102,.,.,.,.,.,.,.,
2011-2070,E1,02-Aug-2011,0,1.00,1.12,0.24,0.654,.,0.017,0.004,.,.,.,.,.,.,.,.,.,.,.,878,0.850,.,.,.,.,.,.,.,
2011-2071,E1,02-Aug-2011,1,0.77,1.16,0.74,0.691,.,0.018,2.370,.,.,.,.,.,.,.,.,.,.,.,870,0.843,.,.,.,.,.,.,.,
2011-2072,E1,02-Aug-2011,3,1.07,1.20,0.26,0.772,.,0.018,0.027,.,.,.,.,.,.,.,.,.,.,.,875,0.848,.,.,.,.,.,.,.,
2011-2073,E1,02-Aug-2011,5,1.13,1.26,0.25,0.228,.,0.027,0.053,.,.,.,.,.,.,.,.,.,.,.,928,0.847,.,.,.,.,.,.,.,
2011-2074,E1,02-Aug-2011,8,13.94,15.01,2.04,1.065,.,0.025,2.587,.,.,.,.,.,.,.,.,.,.,.,1602,1.056,.,.,.,.,.,.,.,
2011-2075,E1,02-Aug-2011,10,3.39,3.92,1.01,6.447,.,0.028,5.807,.,.,.,.,.,.,.,.,.,.,.,1704,1.152,.,.,.,.,.,.,.,
2011-2030,N1,03-Aug-2011,0,1.55,1.72,0.32,0.245,.,0.030,1.835,.,.,.,.,.,.,.,.,.,.,.,1279,1.266,.,.,.,.,.,.,.,
2011-2031,N1,03-Aug-2011,1,1.84,2.01,0.33,0.061,.,0.032,2.229,.,.,.,.,.,.,.,.,.,.,.,1275,1.262,.,.,.,.,.,.,.,
2011-2032,N1,03-Aug-2011,3,1.89,2.07,0.34,0.070,.,0.032,2.334,.,.,.,.,.,.,.,.,.,.,.,1267,1.254,.,.,.,.,.,.,.,
2011-2033,N1,03-Aug-2011,5,2.28,2.52,0.45,0.056,.,0.041,1.114,.,.,.,.,.,.,.,.,.,.,.,1281,1.258,.,.,.,.,.,.,.,
2011-2034,N1,03-Aug-2011,8,7.35,8.36,1.93,0.061,.,0.041,0.043,.,.,.,.,.,.,.,.,.,.,.,1794,1.467,.,.,.,.,.,.,.,
2011-2035,N1,03-Aug-2011,11,4.72,5.33,1.16,0.212,.,0.038,1.864,.,.,.,.,.,.,.,.,.,.,.,2020,1.539,.,.,.,.,.,.,.,
2011-2036,N2 Fert,03-Aug-2011,0,0.79,0.90,0.20,0.289,.,0.024,0.233,.,.,.,.,.,.,.,.,.,.,.,1763,1.742,.,.,.,.,.,.,.,
2011-2037,N2 Fert,03-Aug-2011,1,0.81,0.93,0.22,0.259,.,0.026,0.000,.,.,.,.,.,.,.,.,.,.,.,1778,1.757,.,.,.,.,.,.,.,
2011-2038,N2 Fert,03-Aug-2011,3,0.75,0.84,0.17,0.277,.,0.027,0.806,.,.,.,.,.,.,.,.,.,.,.,1759,1.737,.,.,.,.,.,.,.,
2011-2039,N2 Fert,03-Aug-2011,5,1.51,1.63,0.24,0.254,.,0.031,1.792,.,.,.,.,.,.,.,.,.,.,.,2250,1.995,.,.,.,.,.,.,.,
2011-2040,N2 Fert,03-Aug-2011,8,1.42,1.61,0.36,3.242,.,0.038,1.608,.,.,.,.,.,.,.,.,.,.,.,2730,2.287,.,.,.,.,.,.,.,
2011-3119,NE14,03-Aug-2011,0,.,.,.,.,.,.,.,6.700,.,.,.,.,.,.,.,.,.,221,.,.,.,.,761.30,196.00,27.20,16.66,13.2,
2011-0513,NE14,03-Aug-2011,1,.,.,.,0.210,.,0.030,0.000,7.400,.,.,.,.,0.05,13.8,.,141.60,.,323,1627,1.838,.,.,820.20,203.30,26.60,15.86,11.5,
2011-3120,NE14,03-Aug-2011,3,.,.,.,.,.,.,.,7.300,.,.,.,.,.,.,.,.,.,254,.,.,.,.,760.00,194.30,27.00,16.65,13.2,
2011-3121,NE14,03-Aug-2011,5,.,.,.,.,.,.,.,7.300,.,.,.,.,.,.,.,.,.,231,.,.,.,.,756.90,192.70,26.60,16.64,13.1,
2011-0514,NE14,03-Aug-2011,8,.,.,.,0.120,.,0.030,0.020,8.000,.,.,.,.,0.10,75.5,.,175.30,.,339,1606,1.873,.,.,836.40,206.00,26.90,16.07,11.9,
2011-3122,NE14,03-Aug-2011,12,.,.,.,.,.,.,.,7.000,.,.,.,.,.,.,.,.,.,229,.,.,.,.,812.30,205.40,28.80,17.65,16.5,
2011-0515,NE14,03-Aug-2011,16,.,.,.,0.180,.,0.020,0.060,8.800,.,.,.,.,0.17,50.1,.,299.50,.,411,2016,2.143,.,.,963.00,237.60,31.90,17.73,24.1,
2011-2046,NE9B,04-Aug-2011,0,3.32,3.70,0.72,0.310,.,0.019,1.101,.,.,.,.,.,.,.,.,.,.,.,1804,1.782,.,.,.,.,.,.,.,
2011-2047,NE9B,04-Aug-2011,1,2.70,3.06,0.68,0.126,.,0.027,2.272,.,.,.,.,.,.,.,.,.,.,.,1809,1.786,.,.,.,.,.,.,.,
2011-2048,NE9B,04-Aug-2011,3,3.07,3.48,0.78,0.868,.,0.019,0.000,.,.,.,.,.,.,.,.,.,.,.,1815,1.787,.,.,.,.,.,.,.,
2011-2049,NE9B,04-Aug-2011,5,4.11,4.67,1.06,0.145,.,0.042,1.982,.,.,.,.,.,.,.,.,.,.,.,2997,2.714,.,.,.,.,.,.,.,
2011-0312,Toolik Main,05-Aug-2011,0,0.97,1.08,0.21,0.388,.,0.008,3.666,.,.,.,.,.,.,.,.,.,.,.,755,0.727,.,.,.,.,.,.,.,
2011-0313,Toolik Main,05-Aug-2011,1,0.87,0.95,0.15,0.020,.,0.017,2.131,.,.,.,.,.,.,.,.,.,.,.,752,0.724,.,.,.,.,.,.,.,
2011-0314,Toolik Main,05-Aug-2011,3,1.25,1.38,0.24,0.001,.,0.013,1.100,.,.,.,.,.,.,.,.,.,.,.,756,0.727,.,.,.,.,.,.,.,
2011-0315,Toolik Main,05-Aug-2011,5,1.25,1.38,0.25,0.011,.,0.027,2.584,.,.,.,.,.,.,.,.,.,.,.,750,0.720,.,.,.,.,.,.,.,
2011-0316,Toolik Main,05-Aug-2011,8,1.74,2.01,0.52,0.004,.,0.029,1.478,.,.,.,.,.,.,.,.,.,.,.,865,0.702,.,.,.,.,.,.,.,
2011-0317,Toolik Main,05-Aug-2011,12,0.90,1.20,0.57,0.422,.,0.036,3.841,.,.,.,.,.,.,.,.,.,.,.,952,0.717,.,.,.,.,.,.,.,
2011-0318,Toolik Main,05-Aug-2011,16,0.54,0.77,0.45,0.784,.,0.035,5.041,.,.,.,.,.,.,.,.,.,.,.,983,0.716,.,.,.,.,.,.,.,
2011-0319,Toolik Main,05-Aug-2011,19,0.30,0.89,1.12,0.790,.,0.034,3.111,.,.,.,.,.,.,.,.,.,.,.,989,0.720,.,.,.,.,.,.,.,
2011-0313.1,Toolik Main - Dup,05-Aug-2011,1,1.29,1.44,0.28,0.176,.,0.020,2.375,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2132,I1,09-Aug-2011,1,1.06,1.22,0.30,0.104,.,0.010,2.114,.,.,.,.,.,.,.,.,.,.,.,285,0.257,.,.,.,.,.,.,.,
2011-2133,I1,09-Aug-2011,8,1.69,1.86,0.34,0.172,.,0.012,2.502,.,.,.,.,.,.,.,.,.,.,.,347,0.264,.,.,.,.,.,.,.,
2011-2134,I1,09-Aug-2011,9,2.76,3.16,0.76,0.245,.,0.019,3.274,.,.,.,.,.,.,.,.,.,.,.,426,0.209,.,.,.,.,.,.,.,
2011-2135,I2,09-Aug-2011,1,0.92,1.14,0.41,0.334,.,0.025,3.015,.,.,.,.,.,.,.,.,.,.,.,271,0.228,.,.,.,.,.,.,.,
2011-2136,I2,09-Aug-2011,7,0.92,1.11,0.35,0.892,.,0.018,2.994,.,.,.,.,.,.,.,.,.,.,.,411,0.224,.,.,.,.,.,.,.,
2011-2137,I2,09-Aug-2011,14,0.21,0.36,0.28,2.108,.,0.033,4.170,.,.,.,.,.,.,.,.,.,.,.,540,0.232,.,.,.,.,.,.,.,
2011-2138,I3,09-Aug-2011,1,1.57,1.81,0.46,0.150,.,0.022,1.093,.,.,.,.,.,.,.,.,.,.,.,266,0.237,.,.,.,.,.,.,.,
2011-2139,I3,09-Aug-2011,3,1.58,1.87,0.55,0.108,.,0.023,3.364,.,.,.,.,.,.,.,.,.,.,.,265,0.234,.,.,.,.,.,.,.,
2011-2140,I4,09-Aug-2011,1,2.12,2.52,0.75,0.163,.,0.032,1.755,.,.,.,.,.,.,.,.,.,.,.,224,0.186,.,.,.,.,.,.,.,
2011-2141,I4,09-Aug-2011,6,2.12,2.65,1.01,0.179,.,0.027,1.987,.,.,.,.,.,.,.,.,.,.,.,251,0.196,.,.,.,.,.,.,.,
2011-2142,I4,09-Aug-2011,7,2.02,2.54,0.98,0.142,.,0.030,1.235,.,.,.,.,.,.,.,.,.,.,.,409,0.187,.,.,.,.,.,.,.,
2011-2143,I5,09-Aug-2011,1,1.09,1.29,0.38,0.162,.,0.021,1.392,.,.,.,.,.,.,.,.,.,.,.,244,0.212,.,.,.,.,.,.,.,
2011-2144,I5,09-Aug-2011,7,1.50,1.53,0.05,0.133,.,0.019,0.512,.,.,.,.,.,.,.,.,.,.,.,257,0.215,.,.,.,.,.,.,.,
2011-2145,I5,09-Aug-2011,8,0.86,1.25,0.74,0.177,.,0.027,2.661,.,.,.,.,.,.,.,.,.,.,.,531,0.215,.,.,.,.,.,.,.,
2011-2146,I6 Headwaters Lake,09-Aug-2011,1,0.61,0.73,0.22,0.710,.,0.022,3.305,.,.,.,.,.,.,.,.,.,.,.,1034,0.999,.,.,.,.,.,.,.,
2011-2147,I6 Headwaters Lake,09-Aug-2011,3,0.62,0.74,0.23,0.892,.,0.023,0.417,.,.,.,.,.,.,.,.,.,.,.,1044,1.006,.,.,.,.,.,.,.,
2011-2148,I6 Headwaters Lake,09-Aug-2011,6,0.59,0.73,0.25,0.186,.,0.024,0.510,.,.,.,.,.,.,.,.,.,.,.,1046,1.008,.,.,.,.,.,.,.,
2011-2158,I Swamp,10-Aug-2011,1,0.82,0.96,0.27,0.613,.,0.034,0.215,.,.,.,.,.,.,.,.,.,.,.,757,0.709,.,.,.,.,.,.,.,
2011-2159,I Swamp,10-Aug-2011,3,1.01,1.19,0.34,0.266,.,0.033,0.617,.,.,.,.,.,.,.,.,.,.,.,796,0.733,.,.,.,.,.,.,.,
2011-2149,I6,10-Aug-2011,1,1.10,1.34,0.46,0.248,.,0.159,0.947,.,.,.,.,.,.,.,.,.,.,.,431,0.396,.,.,.,.,.,.,.,
2011-2150,I6,10-Aug-2011,7,1.25,1.79,1.02,0.268,.,0.082,0.000,.,.,.,.,.,.,.,.,.,.,.,619,0.382,.,.,.,.,.,.,.,
2011-2151,I6,10-Aug-2011,12,0.76,1.24,0.92,0.849,.,0.035,1.629,.,.,.,.,.,.,.,.,.,.,.,711,0.391,.,.,.,.,.,.,.,
2011-2152,I7,10-Aug-2011,1,1.38,1.60,0.41,0.070,.,0.046,3.408,.,.,.,.,.,.,.,.,.,.,.,483,0.451,.,.,.,.,.,.,.,
2011-2153,I7,10-Aug-2011,7,0.98,1.52,1.03,0.195,.,0.033,2.050,.,.,.,.,.,.,.,.,.,.,.,635,0.359,.,.,.,.,.,.,.,
2011-2154,I7,10-Aug-2011,10,0.71,1.29,1.11,0.245,.,0.073,0.492,.,.,.,.,.,.,.,.,.,.,.,697,0.361,.,.,.,.,.,.,.,
2011-2155,I8,10-Aug-2011,1,1.77,2.01,0.46,0.102,.,0.035,1.421,.,.,.,.,.,.,.,.,.,.,.,947,0.927,.,.,.,.,.,.,.,
2011-2156,I8,10-Aug-2011,3,1.99,2.30,0.58,0.121,.,0.046,1.431,.,.,.,.,.,.,.,.,.,.,.,946,0.925,.,.,.,.,.,.,.,
2011-2157,I8,10-Aug-2011,7,2.01,2.34,0.62,0.099,.,0.037,3.019,.,.,.,.,.,.,.,.,.,.,.,981,0.950,.,.,.,.,.,.,.,
2011-3148,NE14,11-Aug-2011,0,.,.,.,.,.,.,.,8.000,.,.,.,.,.,.,.,.,.,289,.,.,.,.,762.70,194.30,34.30,17.10,13.0,
2011-0523,NE14,11-Aug-2011,1,.,.,.,0.020,.,0.020,0.120,8.300,.,.,.,.,0.09,54.7,.,144.70,.,355,1557,1.850,.,.,823.70,204.80,26.80,16.07,11.5,
2011-3149,NE14,11-Aug-2011,3,.,.,.,.,.,.,.,7.400,.,.,.,.,.,.,.,.,.,214,.,.,.,.,769.20,195.30,31.50,17.27,13.1,
2011-3150,NE14,11-Aug-2011,5,.,.,.,.,.,.,.,7.700,.,.,.,.,.,.,.,.,.,340,.,.,.,.,771.50,197.10,31.30,17.14,13.0,
2011-3151,NE14,11-Aug-2011,8,.,.,.,.,.,.,.,7.200,.,.,.,.,.,.,.,.,.,219,.,.,.,.,769.80,195.90,29.80,16.92,13.0,
2011-0524,NE14,11-Aug-2011,10,.,.,.,0.080,.,0.000,0.010,7.400,.,.,.,.,0.11,28.8,.,205.40,.,342,1617,1.932,.,.,873.90,212.10,28.00,16.73,12.0,
2011-3152,NE14,11-Aug-2011,12,.,.,.,.,.,.,.,7.200,.,.,.,.,.,.,.,.,.,249,.,.,.,.,822.90,208.80,32.00,17.94,16.8,
2011-0525,NE14,11-Aug-2011,16,.,.,.,0.060,.,0.020,0.390,8.700,.,.,.,.,0.19,81,.,302.30,.,234,1761,2.142,.,.,957.90,237.30,32.10,17.79,23.5,
2011-2484,Field Blank,12-Aug-2011,.,0.00,0.02,0.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.005,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2011-0320,Toolik Main,12-Aug-2011,0,1.25,1.38,0.26,0.896,.,0.015,0.225,.,.,.,.,.,.,.,.,.,.,.,754,0.724,.,.,.,.,.,.,.,
2011-0321,Toolik Main,12-Aug-2011,1,1.23,1.36,0.25,0.475,.,0.012,1.840,.,.,.,.,.,.,.,.,.,.,.,760,0.729,.,.,.,.,.,.,.,
2011-0322,Toolik Main,12-Aug-2011,3,1.21,1.37,0.31,0.262,.,0.012,1.468,.,.,.,.,.,.,.,.,.,.,.,755,0.727,.,.,.,.,.,.,.,
2011-0323,Toolik Main,12-Aug-2011,5,1.21,1.36,0.28,0.195,.,0.022,0.055,.,.,.,.,.,.,.,.,.,.,.,766,0.736,.,.,.,.,.,.,.,
2011-0324,Toolik Main,12-Aug-2011,8,1.24,1.41,0.32,0.081,.,0.022,0.145,.,.,.,.,.,.,.,.,.,.,.,765,0.728,.,.,.,.,.,.,.,
2011-0325,Toolik Main,12-Aug-2011,12,1.08,1.33,0.48,0.208,.,0.025,3.035,.,.,.,.,.,.,.,.,.,.,.,966,0.715,.,.,.,.,.,.,.,
2011-0326,Toolik Main,12-Aug-2011,16,0.56,0.79,0.45,0.621,.,0.018,3.302,.,.,.,.,.,.,.,.,.,.,.,1001,0.720,.,.,.,.,.,.,.,
2011-0327,Toolik Main,12-Aug-2011,18,1.12,6.91,11.02,0.858,.,0.050,2.726,.,.,.,.,.,.,.,.,.,.,.,1007,0.719,.,.,.,.,.,.,.,
2011-0321.1,Toolik Main - Dup,12-Aug-2011,1,1.23,1.37,0.27,0.418,.,0.026,0.203,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-0145,E5,15-Aug-2011,0,5.41,6.68,2.41,0.429,.,0.012,0.008,.,.,.,.,.,.,.,.,.,.,.,133,0.100,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2011-0146,E5,15-Aug-2011,1,5.58,6.64,2.02,0.732,.,0.015,2.513,.,.,.,.,.,.,.,.,.,.,.,144,0.105,.,.,.,.,.,.,.,
2011-0147,E5,15-Aug-2011,3,4.59,6.08,2.84,0.380,.,0.019,2.037,.,.,.,.,.,.,.,.,.,.,.,149,0.105,.,.,.,.,.,.,.,
2011-0148,E5,15-Aug-2011,5,5.24,6.44,2.28,0.132,.,0.010,0.000,.,.,.,.,.,.,.,.,.,.,.,144,0.100,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2011-0149,E5,15-Aug-2011,8,1.88,2.66,1.49,0.263,.,0.017,1.694,.,.,.,.,.,.,.,.,.,.,.,598,0.122,.,.,.,.,.,.,.,
2011-0150,E5,15-Aug-2011,10,1.68,2.54,1.64,0.729,.,0.050,2.352,.,.,.,.,.,.,.,.,.,.,.,592,0.129,.,.,.,.,.,.,.,
2011-0151,E6,15-Aug-2011,0,4.38,5.21,1.59,0.488,.,0.026,0.000,.,.,.,.,.,.,.,.,.,.,.,148,0.109,.,.,.,.,.,.,.,
2011-0152,E6,15-Aug-2011,1,4.48,5.25,1.48,0.241,.,0.021,0.000,.,.,.,.,.,.,.,.,.,.,.,149,0.108,.,.,.,.,.,.,.,
2011-0153,E6,15-Aug-2011,2,4.84,5.53,1.31,0.358,.,0.049,2.381,.,.,.,.,.,.,.,.,.,.,.,151,0.108,.,.,.,.,.,.,.,
2011-3159,NE14,18-Aug-2011,0,.,.,.,.,.,.,.,8.100,.,.,.,.,.,.,.,.,.,238,.,.,.,.,780.30,197.20,29.20,17.66,13.0,
2011-0533,NE14,18-Aug-2011,1,.,.,.,.,.,.,0.030,6.700,.,.,.,.,0.10,71.8,.,152.40,.,288,1448,1.846,.,.,831.40,206.50,26.80,16.03,11.4,
2011-3160,NE14,18-Aug-2011,3,.,.,.,.,.,.,.,7.100,.,.,.,.,.,.,.,.,.,255,.,.,.,.,777.00,196.90,28.90,17.05,12.9,
2011-3161,NE14,18-Aug-2011,5,.,.,.,.,.,.,.,6.300,.,.,.,.,.,.,.,.,.,217,.,.,.,.,772.70,196.90,28.30,17.05,12.9,
2011-3162,NE14,18-Aug-2011,8,.,.,.,.,.,.,.,10.000,.,.,.,.,.,.,.,.,.,273,.,.,.,.,775.90,196.40,28.10,17.05,12.9,
2011-0535,NE14,18-Aug-2011,11,.,.,.,.,.,.,0.010,8.400,.,.,.,.,0.10,123.1,.,208.80,.,326,1730,1.931,.,.,869.40,212.50,28.00,16.63,12.0,
2011-3163,NE14,18-Aug-2011,12,.,.,.,.,.,.,.,6.600,.,.,.,.,.,.,.,.,.,209,.,.,.,.,817.70,207.40,29.90,18.13,15.8,
2011-0534,NE14,18-Aug-2011,16,.,.,.,.,.,.,0.010,7.300,.,.,.,.,0.14,96,.,304.90,.,273,1860,2.141,.,.,960.30,236.30,32.20,18.00,22.7,
2011-2160,Toolik Main,01-Sep-2011,0,1.09,1.18,0.17,.,.,.,2.922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2161,Toolik Main,01-Sep-2011,1,1.15,1.32,0.33,.,.,.,0.111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2162,Toolik Main,01-Sep-2011,3,1.01,1.15,0.26,.,.,.,3.248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2163,Toolik Main,01-Sep-2011,5,0.95,1.08,0.24,.,.,.,2.796,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2164,Toolik Main,01-Sep-2011,8,0.88,1.01,0.25,.,.,.,1.846,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2165,Toolik Main,01-Sep-2011,12,0.87,1.06,0.36,.,.,.,3.954,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2166,Toolik Main,01-Sep-2011,16,0.38,0.51,0.24,.,.,.,5.094,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2167,Toolik Main,01-Sep-2011,20,0.32,0.47,0.29,.,.,.,4.204,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2168,Toolik Main,08-Sep-2011,0,1.39,1.62,0.44,.,.,.,2.228,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2169,Toolik Main,08-Sep-2011,1,1.19,1.42,0.45,.,.,.,1.285,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2170,Toolik Main,08-Sep-2011,3,1.29,1.55,0.48,.,.,.,2.147,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2171,Toolik Main,08-Sep-2011,5,1.42,1.66,0.45,.,.,.,3.148,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2172,Toolik Main,08-Sep-2011,8,1.45,1.69,0.45,.,.,.,2.408,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2173,Toolik Main,08-Sep-2011,12,1.12,1.34,0.43,.,.,.,2.748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2174,Toolik Main,08-Sep-2011,16,0.47,0.63,0.29,.,.,.,4.115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2175,Toolik Main,08-Sep-2011,20,0.40,0.55,0.28,.,.,.,5.345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2176,Toolik Main,16-Sep-2011,0,1.40,1.69,0.55,.,.,.,3.988,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2177,Toolik Main,16-Sep-2011,1,1.28,1.58,0.56,.,.,.,0.092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2178,Toolik Main,16-Sep-2011,3,1.33,1.56,0.43,.,.,.,3.159,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2179,Toolik Main,16-Sep-2011,5,1.71,1.87,0.31,.,.,.,1.929,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2180,Toolik Main,16-Sep-2011,8,1.49,1.68,0.36,.,.,.,0.211,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2181,Toolik Main,16-Sep-2011,12,1.33,1.62,0.56,.,.,.,0.156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2182,Toolik Main,16-Sep-2011,16,1.31,1.55,0.45,.,.,.,3.134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2011-2183,Toolik Main,16-Sep-2011,20,1.39,1.68,0.54,.,.,.,0.160,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2012-0001,Toolik Main,11-May-2012,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1048,0.888,.,.,.,.,.,.,.,
2012-0002,Toolik Main,11-May-2012,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1045,0.875,.,.,.,.,.,.,.,
2012-0003,Toolik Main,11-May-2012,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1123,0.894,.,.,.,.,.,.,.,
2012-0004,Toolik Main,11-May-2012,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1159,0.914,.,.,.,.,.,.,.,
2012-0005,Toolik Main,11-May-2012,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1215,0.934,.,.,.,.,.,.,.,
2012-0006,Toolik Main,11-May-2012,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1698,1.258,.,.,.,.,.,.,.,
2012-0030,Toolik Main,29-May-2012,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1117,0.807,.,.,.,.,.,.,.,
2012-0031,Toolik Main,29-May-2012,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1261,0.898,.,.,.,.,.,.,.,
2012-0032,Toolik Main,29-May-2012,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1318,0.907,.,.,.,.,.,.,.,
2012-0033,Toolik Main,29-May-2012,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1428,0.931,.,.,.,.,.,.,.,
2012-0034,Toolik Main,29-May-2012,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1504,0.949,.,.,.,.,.,.,.,
2012-0035,Toolik Main,29-May-2012,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2357,1.228,.,.,.,.,.,.,.,
2012-0111,Toolik Main,16-Jun-2012,0,1.07,1.10,0.07,0.217,.,0.041,.,.,.,.,0.104,.,.,.,.,.,.,.,752,0.649,.,.,.,.,.,.,.,
2012-0112,Toolik Main,16-Jun-2012,1,0.16,0.17,0.02,0.206,.,0.034,.,.,.,.,0.090,.,.,.,.,.,.,.,808,0.644,.,.,.,.,.,.,.,
2012-0113,Toolik Main,16-Jun-2012,3,1.56,1.76,0.38,0.128,.,0.029,.,.,.,.,0.099,.,.,.,.,.,.,.,926,0.659,.,.,.,.,.,.,.,
2012-0114,Toolik Main,16-Jun-2012,5,1.27,1.37,0.19,0.028,.,0.041,.,.,.,.,0.084,.,.,.,.,.,.,.,900,0.684,.,.,.,.,.,.,.,
2012-0115,Toolik Main,16-Jun-2012,8,1.22,1.33,0.22,0.000,.,0.033,.,.,.,.,0.082,.,.,.,.,.,.,.,900,0.715,.,.,.,.,.,.,.,
2012-0116,Toolik Main,16-Jun-2012,12,1.29,1.41,0.23,0.011,.,0.030,.,.,.,.,0.104,.,.,.,.,.,.,.,1028,0.769,.,.,.,.,.,.,.,
2012-0117,Toolik Main,16-Jun-2012,16,0.95,1.08,0.26,0.012,.,0.035,.,.,.,.,0.074,.,.,.,.,.,.,.,1097,0.830,.,.,.,.,.,.,.,
