SortChem_#,Site,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM,Notes
2003-0124,E5,21-Jul-2003,1,.,1.56,.,0.094,.,0.007,0.170,.,.,0.309,0.085,6.925,0.22,63.69,4.55,463.17,38.56,.,.,.,.,.,.,.,.,.,.,
2003-0125,E5,21-Jul-2003,3,.,2.79,.,0.115,.,0.013,0.022,.,.,0.357,0.086,8.405,0.27,64.14,4.58,507.31,42.24,.,.,.,.,.,.,.,.,.,.,
2003-0131,E5,21-Jul-2003,4,.,2.72,.,0.096,.,0.020,0.000,.,.,0.492,0.063,13.279,0.43,74.21,5.30,524.09,43.63,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
2003-0126,E5,21-Jul-2003,5,.,2.51,.,0.110,.,0.015,0.046,7.964,12.151,0.294,0.073,6.833,0.22,58.65,4.19,437.93,36.46,.,.,.,.,.,.,.,.,.,.,
2003-0127,E5,21-Jul-2003,8,.,1.34,.,0.841,.,0.034,0.791,.,.,0.378,0.109,8.312,0.27,55.45,3.96,418.22,34.82,.,.,.,.,.,.,.,.,.,.,
,E5,21-Jul-2003,9,.,2.04,.,0.450,.,0.030,0.416,.,.,0.443,0.089,10.947,0.35,57.28,4.09,423.76,35.28,.,.,.,.,.,.,.,.,.,.,
2003-0135,E6,21-Jul-2003,0,.,1.42,.,0.233,.,0.019,0.042,9.062,14.558,0.392,0.113,8.656,0.28,76.98,5.50,611.26,50.89,.,.,.,.,.,.,.,.,.,.,
2003-0136,E6,21-Jul-2003,1,.,1.26,.,0.169,.,0.021,0.099,11.020,16.422,0.373,0.114,8.021,0.26,75.67,5.40,571.11,47.55,.,.,.,.,.,.,.,.,.,.,
2003-0137,E6,21-Jul-2003,2,.,1.50,.,0.177,.,0.026,0.030,13.859,19.380,0.349,0.105,7.559,0.24,77.34,5.52,649.30,54.06,.,.,.,.,.,.,.,.,.,.,
,N2 Fert,23-Jul-2003,0,.,0.76,.,0.140,.,0.000,0.011,18.554,20.696,0.138,0.048,2.781,0.09,30.00,2.14,242.32,20.17,.,.,.,.,.,.,.,.,.,.,PO4 below detection limit
,N2 Fert,23-Jul-2003,1,.,0.77,.,0.201,.,0.005,0.016,.,.,0.137,0.036,3.118,0.10,37.72,2.69,267.04,22.23,.,.,.,.,.,.,.,.,.,.,
,N2 Fert,23-Jul-2003,3,.,0.92,.,0.131,.,0.003,0.179,11.329,13.777,0.151,0.036,3.546,0.11,34.28,2.45,280.92,23.39,.,.,.,.,.,.,.,.,.,.,
,N2 Fert,23-Jul-2003,5,.,2.14,.,0.131,.,0.008,0.000,14.759,21.124,0.195,0.045,4.629,0.15,89.16,6.37,616.76,51.35,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
,N2 Fert,23-Jul-2003,6.5,.,2.11,.,0.188,.,0.009,0.000,.,.,.,.,11.766,0.38,104.60,7.47,757.68,63.08,.,.,.,.,.,.,.,.,.,.,
,N2 Ref,23-Jul-2003,0,.,0.69,.,0.227,.,0.006,0.057,.,.,0.139,0.049,2.781,0.09,42.68,3.05,299.40,24.93,.,.,.,.,.,.,.,.,.,.,
,N2 Ref,23-Jul-2003,1,.,0.64,.,0.199,.,0.004,0.064,.,.,0.278,0.051,7.038,0.23,37.72,2.69,289.08,24.07,.,.,.,.,.,.,.,.,.,.,
,N2 Ref,23-Jul-2003,3,.,0.92,.,0.121,.,0.003,0.000,.,.,0.213,0.042,5.295,0.17,48.88,3.49,334.64,27.86,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
,N2 Ref,23-Jul-2003,5,.,1.90,.,0.124,.,0.006,0.021,12.264,20.712,0.547,0.040,15.725,0.51,118.32,8.45,797.52,66.40,.,.,.,.,.,.,.,.,.,.,
,N1,25-Jul-2003,0,.,1.00,.,0.032,.,0.010,0.007,.,.,0.221,0.040,5.605,0.18,46.96,3.35,389.52,32.43,.,.,.,.,.,.,.,.,.,.,
,N1,25-Jul-2003,1,.,0.97,.,0.050,.,0.009,0.012,.,.,0.191,0.042,4.593,0.15,59.76,4.27,388.04,32.31,.,.,.,.,.,.,.,.,.,.,
,N1,25-Jul-2003,3,.,0.92,.,0.059,.,0.010,0.015,.,.,0.208,0.044,5.099,0.16,53.33,3.81,365.72,30.45,.,.,.,.,.,.,.,.,.,.,
,N1,25-Jul-2003,5,.,1.71,.,0.076,.,0.013,0.013,6.811,12.174,0.260,0.042,6.743,0.22,75.12,5.36,474.96,39.54,.,.,.,.,.,.,.,.,.,.,
,N1,25-Jul-2003,8,.,3.10,.,0.070,.,0.021,0.031,.,.,0.349,0.044,9.440,0.30,77.68,5.55,483.52,40.26,.,.,.,.,.,.,.,.,.,.,
,N1,25-Jul-2003,12,.,1.83,.,2.567,.,0.044,0.300,.,.,0.482,0.052,13.317,0.43,88.76,6.34,679.48,56.57,.,.,.,.,.,.,.,.,.,.,
2003-0218,Toolik Main,25-Jul-2003,0,.,2.25,.,0.199,.,0.010,0.112,.,.,0.161,0.042,3.689,0.12,59.63,4.26,413.18,34.40,.,.,.,.,.,.,.,.,.,.,
2003-0219,Toolik Main,25-Jul-2003,1,.,1.45,.,0.102,.,0.009,0.038,.,.,0.171,0.042,4.013,0.13,45.48,3.25,369.51,30.76,.,.,.,.,.,.,.,.,.,.,
2003-0220,Toolik Main,25-Jul-2003,3,.,1.43,.,0.116,.,0.008,0.053,.,.,0.206,0.035,5.307,0.17,53.29,3.80,368.79,30.70,.,.,.,.,.,.,.,.,.,.,
2003-0221,Toolik Main,25-Jul-2003,5,.,1.52,.,0.091,.,0.009,0.057,.,.,0.136,0.030,3.273,0.11,42.55,3.04,326.03,27.14,.,.,.,.,.,.,.,.,.,.,
2003-0222,Toolik Main,25-Jul-2003,8,.,1.23,.,0.166,.,0.009,0.056,.,.,0.144,0.045,3.076,0.10,49.39,3.53,339.92,28.30,.,.,.,.,.,.,.,.,.,.,
2003-0223,Toolik Main,25-Jul-2003,12,.,0.76,.,0.784,.,0.009,0.739,.,.,0.198,0.027,5.310,0.17,57.19,4.08,409.39,34.08,.,.,.,.,.,.,.,.,.,.,
2003-0224,Toolik Main,25-Jul-2003,16,.,0.76,.,0.970,.,0.009,0.519,.,.,0.191,0.024,5.175,0.17,48.90,3.49,363.01,30.22,.,.,.,.,.,.,.,.,.,.,
2003-0138,E5,28-Jul-2003,0,.,3.13,.,0.298,.,0.020,0.222,.,.,0.368,0.091,8.599,0.28,68.26,4.87,552.26,45.98,.,.,.,.,.,.,.,.,.,.,
2003-0139,E5,28-Jul-2003,1,.,3.14,.,0.239,.,0.023,0.187,7.458,12.302,0.347,0.079,8.310,0.27,67.84,4.84,528.51,44.00,.,.,.,.,.,.,.,.,.,.,
2003-0140,E5,28-Jul-2003,3,.,2.72,.,0.193,.,0.019,0.052,.,.,0.444,0.107,10.448,0.34,69.67,4.97,549.55,45.75,.,.,.,.,.,.,.,.,.,.,
2003-0141,E5,28-Jul-2003,5,.,3.13,.,0.076,.,0.020,0.012,.,.,0.386,0.075,9.639,0.31,74.71,5.33,558.53,46.50,.,.,.,.,.,.,.,.,.,.,
2003-0142,E5,28-Jul-2003,8,.,2.90,.,0.087,.,0.023,0.133,.,.,0.382,0.076,9.465,0.31,74.50,5.32,569.06,47.38,.,.,.,.,.,.,.,.,.,.,
2003-0143,E5,28-Jul-2003,9,.,1.49,.,0.504,.,0.027,0.446,11.465,16.131,0.404,0.108,9.177,0.30,65.34,4.67,524.20,43.64,.,.,.,.,.,.,.,.,.,.,
2003-0150,E6,28-Jul-2003,0,.,1.63,.,0.158,.,0.014,0.099,11.579,16.270,0.171,0.127,1.346,0.04,65.71,4.69,595.85,49.61,.,.,.,.,.,.,.,.,.,.,
2003-0151,E6,28-Jul-2003,1,.,1.57,.,0.129,.,0.012,0.096,.,.,0.401,0.121,8.656,0.28,92.43,6.60,651.77,54.26,.,.,.,.,.,.,.,.,.,.,
2003-0152,E6,28-Jul-2003,2,.,1.41,.,0.280,.,0.011,0.004,7.298,15.501,0.264,0.136,3.969,0.13,114.90,8.20,721.21,60.05,.,.,.,.,.,.,.,.,.,.,
,Fog 2,30-Jul-2003,0,.,2.54,.,0.192,.,0.000,0.055,.,.,0.110,0.026,2.613,0.08,26.97,1.93,243.03,20.23,.,.,.,.,.,.,.,.,.,.,
,Fog 2,30-Jul-2003,1,.,0.73,.,0.145,.,0.000,0.000,.,.,0.175,0.005,5.268,0.17,31.85,2.27,305.50,25.44,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
,Fog 2,30-Jul-2003,3,.,0.77,.,0.110,.,0.000,0.000,.,.,0.146,0.017,4.003,0.13,46.02,3.29,386.21,32.15,.,.,.,.,.,.,.,.,.,.,"NH4, NO3 below detection limit"
,Fog 2,30-Jul-2003,5,.,0.75,.,0.115,.,0.000,0.000,.,.,0.132,0.017,3.582,0.12,33.81,2.41,328.07,27.31,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
,Fog 2,30-Jul-2003,8,.,0.58,.,0.085,.,0.000,0.000,.,.,.,.,3.961,0.13,28.92,2.06,245.37,20.43,.,.,.,.,.,.,.,.,.,.,"NH4, NO3 below detection limit"
,Fog 2,30-Jul-2003,12,.,0.78,.,0.220,.,0.003,0.000,.,.,0.165,0.023,4.425,0.14,45.53,3.25,339.63,28.28,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
,Fog 2,30-Jul-2003,16,.,1.55,.,0.320,.,0.013,0.040,.,.,0.166,0.011,4.804,0.16,50.41,3.60,371.95,30.97,.,.,.,.,.,.,.,.,.,.,
,Fog 4,30-Jul-2003,0,.,3.67,.,0.510,.,0.019,0.000,9.460,18.680,0.516,0.091,13.148,0.42,129.14,9.22,1038.98,86.50,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
,Fog 4,30-Jul-2003,1,.,3.40,.,0.630,.,0.023,0.117,.,.,0.624,0.093,16.435,0.53,124.21,8.87,1057.57,88.05,.,.,.,.,.,.,.,.,.,.,
,Fog 4,30-Jul-2003,2,.,4.30,.,0.550,.,0.025,0.179,.,.,0.533,0.089,13.738,0.44,148.84,10.63,1171.99,97.58,.,.,.,.,.,.,.,.,.,.,
2003-0225,Toolik Main,01-Aug-2003,0,.,1.35,.,0.153,.,0.012,0.088,12.564,15.776,0.273,0.075,6.153,0.20,44.99,3.21,358.69,29.86,.,.,.,.,.,.,.,.,.,.,
2003-0226,Toolik Main,01-Aug-2003,1,.,1.16,.,0.158,.,0.013,0.074,4.190,8.066,0.248,0.031,6.740,0.22,54.30,3.88,391.10,32.56,.,.,.,.,.,.,.,.,.,.,
2003-0227,Toolik Main,01-Aug-2003,3,.,1.29,.,0.160,.,0.015,0.156,10.801,14.399,0.296,0.038,7.988,0.26,50.39,3.60,374.64,31.19,.,.,.,.,.,.,.,.,.,.,
2003-0228,Toolik Main,01-Aug-2003,5,.,1.01,.,0.122,.,0.013,0.170,.,.,0.842,0.035,25.001,0.81,44.53,3.18,321.29,26.75,.,.,.,.,.,.,.,.,.,.,
2003-0229,Toolik Main,01-Aug-2003,8,.,1.26,.,0.172,.,0.013,0.200,6.835,9.980,0.187,0.038,4.614,0.15,44.05,3.14,324.54,27.02,.,.,.,.,.,.,.,.,.,.,
2003-0230,Toolik Main,01-Aug-2003,12,.,1.01,.,0.303,.,0.016,0.250,10.148,13.432,0.246,0.034,6.555,0.21,46.00,3.28,358.00,29.81,.,.,.,.,.,.,.,.,.,.,
2003-0231,Toolik Main,01-Aug-2003,16,.,0.80,.,0.559,.,0.014,0.492,.,.,0.194,0.029,5.122,0.17,53.32,3.81,394.72,32.86,.,.,.,.,.,.,.,.,.,.,
2003-0153,E5,04-Aug-2003,0,.,0.96,.,0.000,.,0.035,0.000,5.254,10.614,0.159,0.073,2.657,0.09,75.07,5.36,618.62,51.50,.,.,.,.,.,.,.,.,.,.,"NH4, NO3 below detection limit"
2003-0154,E5,04-Aug-2003,1,.,2.67,.,0.109,.,0.029,0.000,.,.,0.244,0.072,5.323,0.17,87.09,6.22,653.29,54.39,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
2003-0155,E5,04-Aug-2003,3,.,3.63,.,0.074,.,0.030,0.000,.,.,0.288,0.081,6.423,0.21,74.50,5.32,564.58,47.01,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
2003-0156,E5,04-Aug-2003,5,.,2.67,.,0.062,.,0.032,0.000,9.807,15.330,0.202,0.075,3.927,0.13,77.36,5.52,597.82,49.77,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
2003-0157,E5,04-Aug-2003,8,.,3.47,.,0.148,.,0.029,0.030,7.640,13.000,0.223,0.082,4.350,0.14,75.07,5.36,599.25,49.89,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
,E5,04-Aug-2003,9.5,.,3.13,.,0.078,.,0.029,0.064,.,.,0.251,0.075,5.450,0.18,84.80,6.05,584.16,48.64,.,.,.,.,.,.,.,.,.,.,
2003-0165,E6,04-Aug-2003,0,.,1.73,.,0.107,.,0.021,0.082,6.702,12.217,0.322,0.122,6.195,0.20,77.25,5.52,580.97,48.37,.,.,.,.,.,.,.,.,.,.,
2003-0166,E6,04-Aug-2003,1,.,1.70,.,0.142,.,0.001,0.092,.,.,0.397,0.109,8.920,0.29,86.36,6.17,609.61,50.75,.,.,.,.,.,.,.,.,.,.,
2003-0167,E6,04-Aug-2003,2,.,1.60,.,0.259,.,0.021,0.116,9.324,15.532,0.351,0.129,6.876,0.22,86.96,6.21,627.19,52.22,.,.,.,.,.,.,.,.,.,.,
2003-0927,I1,05-Aug-2003,1,.,0.85,.,0.160,.,0.012,0.000,9.924,12.228,0.325,0.035,8.964,0.29,32.27,2.30,360.53,30.02,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
2003-0928,I1,05-Aug-2003,5,.,0.91,.,0.073,.,0.012,0.027,.,.,.,0.033,.,0.00,36.36,2.60,387.84,32.29,.,.,.,.,.,.,.,.,.,.,PP below detection limit
2003-0929,I2,05-Aug-2003,1,.,0.77,.,0.592,.,0.009,0.097,10.132,12.542,0.303,0.047,7.914,0.26,33.76,2.41,525.00,43.71,.,.,.,.,.,.,.,.,.,.,
2003-0930,I2,05-Aug-2003,5,.,0.73,.,0.380,.,0.008,0.071,.,.,0.152,0.044,3.344,0.11,37.08,2.65,412.16,34.32,.,.,.,.,.,.,.,.,.,.,
2003-0931,I3,05-Aug-2003,1,.,0.44,.,0.043,.,0.010,0.059,10.006,.,0.086,0.053,1.043,0.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2003-0932,I3,05-Aug-2003,3,.,0.52,.,0.063,.,0.009,0.000,.,.,0.049,0.043,0.196,0.01,57.88,4.13,429.72,35.78,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
2003-0933,I4,05-Aug-2003,1,.,0.98,.,0.091,.,0.016,0.000,9.263,12.290,0.123,0.063,1.855,0.06,42.40,3.03,471.52,39.26,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
,I4,05-Aug-2003,5,.,0.95,.,0.018,.,0.016,0.000,9.584,12.057,0.176,0.060,3.582,0.12,34.64,2.47,447.68,37.27,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
2003-0937,I6 Headwaters Lake,05-Aug-2003,1,.,0.50,.,0.164,.,0.016,0.042,10.048,12.158,0.094,0.026,2.092,0.07,29.56,2.11,272.44,22.68,.,.,.,.,.,.,.,.,.,.,
,I6 Headwaters Lake,05-Aug-2003,4,.,0.43,.,0.081,.,0.026,0.000,8.473,10.698,.,0.026,.,0.00,31.16,2.22,288.24,24.00,.,.,.,.,.,.,.,.,.,.,"NO3, PP below detection limit"
2003-0945,I Swamp,06-Aug-2003,1,.,0.40,.,0.033,.,0.011,0.086,.,.,0.130,0.030,3.108,0.10,16.40,1.17,225.76,18.80,.,.,.,.,.,.,.,.,.,.,
2003-0946,I Swamp,06-Aug-2003,3,.,0.86,.,0.085,.,0.013,0.111,6.251,7.553,.,0.039,.,0.00,18.24,1.30,215.04,17.90,.,.,.,.,.,.,.,.,.,.,PP below detection limit
2003-0935,I5,06-Aug-2003,1,.,0.98,.,0.038,.,0.009,0.000,.,.,0.111,0.054,1.753,0.06,45.00,3.21,389.36,32.42,.,.,.,.,.,.,.,.,.,.,NO3 below detection limit
2003-0936,I5,06-Aug-2003,5,.,0.97,.,0.036,.,0.014,0.000,.,.,.,0.062,.,0.00,39.84,2.84,669.80,55.77,.,.,.,.,.,.,.,.,.,.,"NH4, NO3 below detection limit"
2003-0939,I6,06-Aug-2003,1,.,0.94,.,0.205,.,0.017,0.133,.,.,.,0.044,.,0.00,33.88,2.42,753.92,62.77,.,.,.,.,.,.,.,.,.,.,PP below detection limit
2003-0940,I6,06-Aug-2003,5,.,0.83,.,0.255,.,0.020,0.150,8.074,10.424,0.229,0.053,5.477,0.18,32.92,2.35,326.00,27.14,.,.,.,.,.,.,.,.,.,.,
2003-0941,I7,06-Aug-2003,1,.,0.82,.,0.191,.,0.014,0.139,6.406,.,.,0.042,.,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,PP below detection limit
2003-0942,I7,06-Aug-2003,5,.,0.86,.,0.299,.,0.016,0.111,.,.,0.153,0.047,3.287,0.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2003-0943,I8,06-Aug-2003,1,.,0.56,.,0.118,.,0.031,0.562,.,.,0.491,0.036,14.075,0.45,29.56,2.11,271.52,22.61,.,.,.,.,.,.,.,.,.,.,
2003-0944,I8,06-Aug-2003,5,.,0.60,.,0.083,.,0.034,0.391,9.830,11.746,0.044,0.035,0.264,0.01,26.84,1.92,272.76,22.71,.,.,.,.,.,.,.,.,.,.,
,I Minus,07-Aug-2003,1,.,.,.,0.567,.,.,1.301,6.906,9.131,0.232,0.046,5.773,0.19,31.16,2.22,298.76,24.87,.,.,.,.,.,.,.,.,.,.,
,I Minus,07-Aug-2003,7,.,0.89,.,0.587,.,.,2.058,.,.,0.202,0.055,4.529,0.15,34.56,2.47,376.00,31.30,.,.,.,.,.,.,.,.,.,.,
2003-0232,Toolik Main,08-Aug-2003,0,.,1.04,.,.,.,0.019,0.236,.,.,0.141,0.025,3.597,0.12,43.07,3.07,312.79,26.04,.,.,.,.,.,.,.,.,.,.,
2003-0233,Toolik Main,08-Aug-2003,1,.,1.06,.,0.810,.,0.021,0.184,.,.,0.196,0.031,5.122,0.17,43.07,3.07,332.68,27.70,.,.,.,.,.,.,.,.,.,.,
2003-0234,Toolik Main,08-Aug-2003,3,.,1.17,.,0.363,.,0.018,0.134,.,.,0.151,0.020,4.059,0.13,46.97,3.35,377.53,31.43,.,.,.,.,.,.,.,.,.,.,
2003-0235,Toolik Main,08-Aug-2003,5,.,1.20,.,0.398,.,0.023,0.161,.,.,0.146,0.025,3.735,0.12,43.56,3.11,313.69,26.12,.,.,.,.,.,.,.,.,.,.,
,Toolik Main,08-Aug-2003,7,.,.,.,2.438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2003-0236,Toolik Main,08-Aug-2003,8,.,1.16,.,0.177,.,0.018,0.152,.,.,0.179,0.023,4.845,0.16,50.39,3.60,376.81,31.37,.,.,.,.,.,.,.,.,.,.,
2003-0237,Toolik Main,08-Aug-2003,12,.,1.07,.,0.286,.,0.016,0.125,11.776,15.234,0.159,0.030,4.013,0.13,48.44,3.46,358.73,29.87,.,.,.,.,.,.,.,.,.,.,
2003-0238,Toolik Main,08-Aug-2003,16,.,0.66,.,0.191,.,0.015,0.588,9.324,13.305,0.213,0.026,5.816,0.19,55.77,3.98,401.95,33.47,.,.,.,.,.,.,.,.,.,.,
,Toolik Main,08-Aug-2003,20,.,0.65,.,0.218,.,0.014,0.477,11.258,14.263,0.204,0.024,5.585,0.18,42.09,3.01,322.37,26.84,.,.,.,.,.,.,.,.,.,.,
2003-0168,E5,11-Aug-2003,0,.,3.70,.,.,.,0.025,0.512,4.952,10.925,0.453,0.072,11.777,0.38,83.66,5.97,685.92,57.11,.,.,.,.,.,.,.,.,.,.,
2003-0169,E5,11-Aug-2003,1,.,2.88,.,.,.,0.024,0.480,6.349,12.731,0.524,0.082,13.684,0.44,89.38,6.38,690.41,57.48,.,.,.,.,.,.,.,.,.,.,
2003-0171,E5,11-Aug-2003,5,.,3.22,.,.,.,0.023,0.140,.,.,0.451,0.063,12.008,0.39,82.51,5.89,651.66,54.26,.,.,.,.,.,.,.,.,.,.,
2003-0172,E5,11-Aug-2003,8,.,2.60,.,.,.,0.023,0.112,7.121,13.085,0.415,0.063,10.910,0.35,83.53,5.96,640.73,53.35,.,.,.,.,.,.,.,.,.,.,
2003-0173,E5,11-Aug-2003,10,.,2.78,.,.,.,0.020,0.138,.,.,1.303,0.876,13.222,0.43,81.11,5.79,613.19,51.05,.,.,.,.,.,.,.,.,.,.,
,E5 - Dup,11-Aug-2003,3,.,3.16,.,.,.,0.035,0.817,10.344,16.521,0.587,0.071,15.995,0.52,86.52,6.18,637.39,53.07,.,.,.,.,.,.,.,.,.,.,
2003-0180,E6,11-Aug-2003,0,.,1.65,.,.,.,0.023,0.230,.,5.905,0.441,0.111,10.231,0.33,82.71,5.91,622.23,51.81,.,.,.,.,.,.,.,.,.,.,
2003-0181,E6,11-Aug-2003,1,.,2.01,.,.,.,0.023,0.333,12.030,16.287,0.404,0.129,8.541,0.28,59.63,4.26,468.92,39.04,.,.,.,.,.,.,.,.,.,.,
2003-0182,E6,11-Aug-2003,2,.,1.95,.,.,.,0.026,0.185,12.406,17.574,0.403,0.154,7.732,0.25,72.39,5.17,542.42,45.16,.,.,.,.,.,.,.,.,.,.,
,E1,16-Jun-2004,0,1.18,.,0.25,0.038,.,0.000,.,10.937,14.632,0.342,0.073,8.332,0.27,51.76,3.70,436.96,36.38,.,.,.,.,.,.,.,.,.,.,
,E1,16-Jun-2004,1,1.11,.,0.25,0.367,.,0.007,.,10.785,14.420,0.177,0.053,3.841,0.12,50.92,3.64,482.12,40.14,.,.,.,.,.,.,.,.,.,.,
,E1,16-Jun-2004,3.5,2.98,.,0.48,0.030,.,0.000,.,10.535,15.127,0.208,0.045,5.049,0.16,64.32,4.59,519.84,43.28,.,.,.,.,.,.,.,.,.,.,sample taken in the metalimnion; PO4 below detection limit
,E1,16-Jun-2004,9.5,2.50,.,0.63,7.745,.,0.009,.,23.905,28.994,0.205,0.041,5.080,0.16,71.27,5.09,637.41,53.07,.,.,.,.,.,.,.,.,.,.,
,Toolik Inlet,18-Jun-2004,0.01,0.78,.,0.21,0.061,.,0.012,.,11.303,12.842,0.055,0.036,0.589,0.02,21.55,1.54,165.75,13.80,.,.,.,.,.,.,.,.,.,.,
2004-0136,Toolik Main,18-Jun-2004,0,2.73,.,0.36,0.175,.,0.010,.,14.247,17.315,0.123,0.050,2.261,0.07,42.97,3.07,341.33,28.42,.,.,.,.,.,.,.,.,.,.,
2004-0137,Toolik Main,18-Jun-2004,1,2.85,.,0.24,0.079,.,0.003,.,13.396,16.796,0.162,0.046,3.593,0.12,47.63,3.40,395.81,32.95,.,.,.,.,.,.,.,.,.,.,
2004-0138,Toolik Main,18-Jun-2004,3,2.85,.,0.31,0.038,.,0.010,.,13.047,16.613,0.202,0.087,3.562,0.12,49.95,3.57,371.82,30.96,.,.,.,.,.,.,.,.,.,.,
2004-0139,Toolik Main,18-Jun-2004,5,2.79,.,0.31,0.071,.,0.008,.,12.971,16.006,0.203,0.056,4.553,0.15,42.51,3.03,341.33,28.42,.,.,.,.,.,.,.,.,.,.,
2004-0140,Toolik Main,18-Jun-2004,8,2.90,.,0.38,0.058,.,0.005,.,13.236,16.702,0.193,0.056,4.243,0.14,48.56,3.47,351.33,29.25,.,.,.,.,.,.,.,.,.,.,
2004-0141,Toolik Main,18-Jun-2004,12,2.82,.,0.31,0.025,.,0.005,.,13.386,17.219,0.192,0.059,4.120,0.13,53.68,3.83,363.33,30.25,.,.,.,.,.,.,.,.,.,.,
,Toolik Main,18-Jun-2004,16,2.67,.,0.37,0.063,.,0.006,.,12.988,16.491,0.128,0.044,2.602,0.08,49.06,3.50,336.30,28.00,.,.,.,.,.,.,.,.,.,.,
,Toolik Main,18-Jun-2004,20,1.82,.,0.51,0.085,.,0.010,.,13.232,15.901,0.116,0.056,1.858,0.06,37.38,2.67,275.70,22.95,.,.,.,.,.,.,.,.,.,.,
2004-0143,E5,21-Jun-2004,0,1.03,.,0.24,0.166,.,0.003,.,12.965,15.741,0.119,0.104,0.465,0.02,38.88,2.78,344.75,28.70,.,.,.,.,.,.,.,.,.,.,
2004-0144,E5,21-Jun-2004,1,0.98,.,0.26,0.095,.,0.003,.,12.842,15.518,0.110,0.083,0.836,0.03,37.48,2.68,341.27,28.41,.,.,.,.,.,.,.,.,.,.,
2004-0145,E5,21-Jun-2004,3,1.99,.,0.63,0.078,.,0.011,.,13.458,16.967,0.217,0.080,4.243,0.14,49.15,3.51,417.82,34.79,.,.,.,.,.,.,.,.,.,.,
2004-0146,E5,21-Jun-2004,5,5.91,.,0.95,0.095,.,0.016,.,11.647,17.289,0.242,0.110,4.089,0.13,79.03,5.64,674.14,56.13,.,.,.,.,.,.,.,.,.,.,
2004-0147,E5,21-Jun-2004,8,1.74,.,1.07,0.352,.,0.034,.,11.372,15.895,0.248,0.080,5.204,0.17,63.35,4.52,585.31,48.73,.,.,.,.,.,.,.,.,.,.,
,E5,21-Jun-2004,9,1.66,.,1.13,0.503,.,0.041,0.731,12.598,17.460,0.264,0.125,4.305,0.14,68.11,4.86,624.77,52.02,.,.,.,.,.,.,.,.,.,.,
2004-0152,E6,21-Jun-2004,0,1.07,.,0.29,0.089,.,0.014,.,14.294,19.157,0.152,0.116,1.115,0.04,68.11,4.86,502.17,41.81,.,.,.,.,.,.,.,.,.,.,
2004-0153,E6,21-Jun-2004,1,1.01,.,0.26,0.052,.,0.018,.,11.896,15.982,0.188,0.104,2.602,0.08,57.23,4.09,480.36,39.99,.,.,.,.,.,.,.,.,.,.,
2004-0154,E6,21-Jun-2004,2,1.25,.,1.48,0.048,.,0.015,.,17.706,22.873,0.243,0.089,4.770,0.15,72.38,5.17,586.96,48.87,.,.,.,.,.,.,.,.,.,.,
2004-0665,I1,22-Jun-2004,1,1.12,.,0.15,0.000,.,0.008,0.095,13.859,16.794,0.077,0.042,1.084,0.04,41.12,2.94,434.76,36.20,.,.,.,.,.,.,.,.,.,.,NH4  below detection limit
,I1,22-Jun-2004,4,.,.,.,0.000,.,0.010,.,12.172,15.705,0.053,0.044,0.279,0.01,49.48,3.53,414.08,34.48,.,.,.,.,.,.,.,.,.,.,NH4  below detection limit
2004-0667,I2,22-Jun-2004,1,1.05,.,0.28,0.000,.,0.014,.,16.310,18.946,.,0.088,2.292,0.07,36.92,2.64,353.16,29.40,.,.,.,.,.,.,.,.,.,.,NH4  below detection limit
2004-0668,I2,22-Jun-2004,5,5.11,.,0.77,0.000,.,0.013,0.220,12.894,16.906,.,0.046,4.027,0.13,56.20,4.01,486.64,40.52,.,.,.,.,.,.,.,.,.,.,NH4  below detection limit
2004-0669,I3,22-Jun-2004,1,1.18,.,0.39,0.000,.,0.012,.,11.155,14.841,0.165,0.042,3.810,0.12,51.64,3.69,391.84,32.62,.,.,.,.,.,.,.,.,.,.,NH4  below detection limit
